,brand,cpu_GHZ,cpu_benchmark,cpu_brand,cpu_type_name,detachable_keyboard,discrete_gpu,gpu,gpu_benchmark,gpu_brand,gpu_type,max_price,min_price,pixels_x,ram,screen_size,screen_surface,ssd,touchscreen,weight
8,LENOVO,1.6,6068.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1366.0,16,15.6,,256,0,4.7
9,LENOVO,2.1,5001.046153846154,MEDIATEK,MEDIATEK,0.0,0,POWERVR GX6250,2369.3205128205127,,,,,1920.0,4,14.0,,64,0,3.24
10,LENOVO,2.8,7069.0,INTEL,CORE I7,0.0,0,INTEL HD 630,184.0,,,,,1920.0,8,15.6,,256,1,4.41
11,MSI,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070 MAX-Q,2369.3205128205127,,,,,1920.0,32,15.6,,512,0,4.19
12,ASUS,2.3,7584.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,,,1920.0,8,15.6,,0,0,5.07
13,LENOVO,1.1,2801.0,INTEL,PENTIUM,0.0,0,INTEL UHD 605,355.0,,,,,1366.0,4,11.6,,64,1,2.75
14,HP,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1366.0,12,15.6,,0,1,4.65
15,ASUS,2.3,8464.0,AMD,RYZEN 7,0.0,1,NVIDIA GEFORCE GTX 1660 TI,8738.0,,,,,1920.0,16,15.6,,256,0,4.85
16,MICROSOFT,2.4,3368.0,INTEL,CORE I5,1.0,0,INTEL HD 520,830.0,,,,,3000.0,8,13.5,,128,1,3.48
17,LENOVO,2.4,3368.0,INTEL,CORE I5,0.0,0,INTEL HD 520,830.0,,,,,1920.0,16,14.0,,512,0,3.6
18,LENOVO,1.9,1863.0,INTEL,CORE I3,0.0,0,INTEL HD 4400,530.0,,,,,1366.0,6,15.6,,0,0,4.63
19,HP,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,,,1366.0,12,15.6,,0,1,4.83
20,DELL,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,6318.0,,,,,1920.0,16,15.6,,256,0,5.9
21,HP,1.9,2579.0,INTEL,CORE I5,0.0,0,INTEL HD 4400,530.0,,,,,1366.0,8,14.0,,0,0,3.48
22,HP,2.059183955739968,5001.046153846154,AMD,A6,0.0,0,AMD RADEON R4,346.0,,,,,1366.0,4,15.6,,0,0,4.73
23,LENOVO,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,,,1366.0,12,15.6,,0,0,4.83
24,ACER,1.6,1294.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,,,1366.0,4,11.6,,32,1,2.75
25,ACER,1.8,6777.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,16,15.6,,512,1,2.2
26,SAMSUNG,1.5,1253.0,INTEL,CELERON,0.0,0,INTEL UHD 615,835.0,,,,,1920.0,4,12.2,,64,1,2.98
27,MSI,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,,,1920.0,32,15.6,,1000,0,4.14
28,DELL,2.2,2546.0,INTEL,CORE I5,0.0,0,INTEL HD,10.0,,,,,1366.0,8,15.6,,0,1,5.4
29,ACER,2.2,6903.0,AMD,RYZEN 7,0.0,0,AMD RADEON VEGA 10,1569.0,,,,,1920.0,8,15.6,,256,0,5.07
30,ASUS,1.1,1123.0,INTEL,CELERON,0.0,0,INTEL HD 500,317.0,,,,,1366.0,4,11.6,,32,1,2.7
31,ASUS,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2080 MAX-Q,2369.3205128205127,,,,,1920.0,16,17.3,,1000,0,5.95
32,HP,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,,,1366.0,4,11.6,,32,0,2.57
33,LENOVO,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,,,1920.0,8,15.6,,256,0,3.74
34,ASUS,1.1,1278.0,INTEL,CELERON,0.0,0,INTEL UHD 600,345.0,,,,,1366.0,4,11.6,,64,0,2.2
35,ASUS,1.6,672.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,,,1366.0,4,15.6,,0,0,4.8
36,ACER,2.16,618.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,,,1366.0,4,11.6,,16,0,2.43
37,ASUS,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,,,1920.0,8,15.6,,256,0,5.07
38,MSI,2.3,7584.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,,,1920.0,8,15.6,,256,0,4.85
39,DELL,2.1,1936.0,INTEL,CORE I3,0.0,0,INTEL HD 5500,568.0,,,,,1366.0,4,15.6,,0,0,4.85
40,APPLE,2.4,1932.0,INTEL,CORE I5,0.0,0,INTEL HD 3000,95.0,,,,,1280.0,4,13.3,,0,0,4.5
41,DELL,2.2,2546.0,INTEL,CORE I5,0.0,0,INTEL HD GRAPHICS 5500,2369.3205128205127,,,,,1920.0,4,13.3,,128,0,2.6
42,MSI,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,,,1920.0,32,15.6,,512,0,4.14
43,MICROSOFT,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,2256.0,8,13.5,,256,1,2.76
44,ASUS,1.8,6134.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,,,1920.0,16,15.6,,256,0,4.2
45,ASUS,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,8,13.3,,256,0,2.64
46,APPLE,1.3,2293.0,INTEL,CORE I5,0.0,0,INTEL HD 5000,478.0,,,,,1440.0,4,13.3,,128,0,2.96
47,HP,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,,,1366.0,4,14.0,,32,0,3.17
48,ASUS,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,,,1920.0,16,15.6,,512,0,5.66
49,LENOVO,2.7,2741.0,AMD,A12,0.0,0,AMD RADEON R7,551.0,,,,,1366.0,8,15.6,,0,0,4.85
50,OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,,,1920.0,16,15.6,,500,0,4.6
51,HP,2.0,2076.0,AMD,A6,0.0,0,AMD RADEON R4,346.0,,,,,1366.0,4,15.6,,0,0,4.74
52,LENOVO,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,16,15.6,,1000,0,4.7
53,DELL,2.5,5260.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,,,1920.0,8,15.6,,0,0,5.78
54,LENOVO,1.1,1842.0,INTEL,CELERON,0.0,0,INTEL HD 500,317.0,,,,,1366.0,4,11.6,,64,1,3.19
55,HP,1.8,6134.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE MX150,2387.0,,,,,3840.0,16,15.6,,512,1,4.4
56,HP,2.6,1274.0,AMD,A6,0.0,0,AMD RADEON R4,346.0,,,,,1366.0,4,15.6,,0,0,4.61
57,LENOVO,1.6,1294.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,,,1366.0,4,11.6,,128,1,3.5
58,LENOVO,2.5,3369.0,INTEL,CORE I7,0.0,0,INTEL HD 520,830.0,,,,,2560.0,8,14.0,,512,1,3.0
59,HP,2.16,618.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,,,1366.0,4,11.6,,16,0,2.83
60,LENOVO,1.1,1123.0,INTEL,CELERON,0.0,0,INTEL HD 500,317.0,,,,,1366.0,2,14.0,,32,0,3.17
61,ACER,1.1,1842.0,INTEL,CELERON,0.0,0,INTEL HD 500,317.0,,,,,1920.0,4,14.0,,32,0,3.6
62,DELL,2.7,3500.0,INTEL,CORE I7,0.0,1,AMD RADEON R7,551.0,,,,,1920.0,16,15.6,,0,1,4.85
63,DELL,2.2,2546.0,INTEL,CORE I5,0.0,0,INTEL HD,10.0,,,,,1366.0,8,15.6,,0,0,5.4
64,ASUS,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1080,10174.0,,,,,1920.0,16,15.6,,1024,0,4.9
65,SAMSUNG,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,,,1366.0,2,11.6,,16,0,2.54
66,HP,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,,,1920.0,16,15.6,,256,0,5.55
67,HP,2.0,2151.0,INTEL,CORE I3,0.0,0,INTEL HD 5500,568.0,,,,,1600.0,6,17.3,,0,0,5.84
68,RAZER,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,,,3200.0,16,13.3,,512,1,2.93
69,LENOVO,2.2,2546.0,INTEL,CORE I5,0.0,0,INTEL HD 5500,568.0,,,,,1920.0,8,14.0,,256,1,3.52
70,HP,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,,,1366.0,4,14.0,,32,0,3.15
71,DELL,2.7,3500.0,INTEL,CORE I7,0.0,1,AMD RADEON R7 M445,1040.0,,,,,1920.0,16,15.6,,0,1,5.1
72,HP,1.6,6068.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,8,15.6,,256,0,4.4
73,ALIENWARE,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,,,1920.0,16,17.3,,0,0,9.74
74,DELL,2.0,6317.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,,,1920.0,8,13.3,,256,1,3.86
75,SAMSUNG,1.7,500.0,SAMSUNG,EXYNOS,0.0,0,MALI-T604,2369.3205128205127,,,,,1366.0,2,11.6,,16,0,2.43
76,OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,,,1920.0,32,17.3,,500,0,5.9
77,HP,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,,,1600.0,8,17.3,,0,0,5.4
78,ASUS,1.44,985.0,INTEL,ATOM,1.0,0,INTEL HD 400,329.0,,,,,1280.0,4,10.1,,128,1,1.9
79,HP,2.0,6317.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,,,1920.0,8,15.6,,0,1,4.49
80,HP,2.5,2275.0,INTEL,CORE I5,0.0,0,INTEL HD 3000,95.0,,,,,1366.0,8,14.0,,0,0,4.6
81,HP,2.3,7584.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,,,1920.0,8,15.6,,0,0,5.18
82,HUAWEI,1.8,6134.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE MX150,2387.0,,,,,3000.0,16,13.9,,512,1,2.93
83,ASUS,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,,,1920.0,16,14.0,,512,0,2.4
84,SAMSUNG,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,,,1366.0,4,11.6,,64,0,2.54
85,ALIENWARE,2.6,6661.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 970M,5175.0,,,,,1920.0,16,17.3,,256,0,8.33
86,HP,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,,,1920.0,32,15.6,,512,0,5.0
87,DELL,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,,,1920.0,16,15.6,,128,0,6.28
88,DELL,2.4,2715.0,INTEL,CORE I7,0.0,0,INTEL HD,10.0,,,,,1366.0,6,15.6,,0,0,5.31
89,DELL,2.8,6803.0,INTEL,CORE I7,0.0,1,NVIDIA QUADRO K2100M,1365.0,,,,,1920.0,16,15.6,,0,0,6.35
90,LENOVO,1.8,6134.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE 940MX,1603.0,,,,,1920.0,16,15.6,,512,1,4.4
91,ASUS,1.8,6777.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,16,13.3,,512,0,2.6
92,DELL,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,12,15.6,,0,1,4.8
93,ASUS,1.8,6777.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,,,1920.0,16,17.3,,256,0,4.85
94,ALIENWARE,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,,,1920.0,16,15.6,,512,0,4.78
95,ASUS,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,,,1920.0,16,15.6,,0,0,5.6
96,MSI,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,,,1920.0,16,15.6,,512,0,4.19
97,DELL,2.5,2275.0,INTEL,CORE I5,0.0,0,INTEL HD 3000,95.0,,,,,1366.0,8,14.1,,128,0,4.56
98,SAMSUNG,2.0,6317.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,,,1920.0,8,15.6,,0,0,4.3
99,HP,1.1,1278.0,INTEL,CELERON,0.0,0,INTEL UHD 600,345.0,,,,,1366.0,4,14.0,,64,0,4.4
100,ASUS,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2080 MAX-Q,2369.3205128205127,,,,,1920.0,32,17.3,,1000,0,5.73
101,HP,2.0,2076.0,AMD,A6,0.0,0,AMD RADEON R4,346.0,,,,,1366.0,8,15.6,,128,0,4.1907840440165005
102,LENOVO,1.6,1043.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,,,1366.0,4,11.6,,128,1,3.5
103,MSI,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,,,1920.0,8,15.6,,128,0,4.8
104,LENOVO,1.1,1278.0,INTEL,CELERON,0.0,0,INTEL UHD 600,345.0,,,,,1366.0,4,11.6,,64,1,2.75
105,OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,,,1920.0,32,15.6,,500,0,5.0
106,ACER,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,,,1920.0,16,15.6,,256,0,5.95
107,APPLE,1.6,3296.0,INTEL,CORE I5,0.0,0,INTEL UHD 617,878.0,,,,,2560.0,8,13.3,,128,0,2.75
108,ASUS,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,6318.0,,,,,1920.0,16,15.6,,1000,0,5.3
109,ASUS,2.5,2365.0,AMD,A12,0.0,0,AMD RADEON R7,551.0,,,,,1366.0,8,15.6,,0,0,4.5
110,HP,2.3,2490.0,INTEL,PENTIUM,0.0,0,INTEL HD 610,619.0,,,,,1366.0,4,14.0,,128,0,3.15
111,ACER,1.6,6372.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE MX150,2387.0,,,,,1920.0,8,15.6,,256,0,5.27
112,LENOVO,2.2,3676.0,INTEL,CORE I3,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,8,14.0,,128,1,3.68
113,LENOVO,2.1,5001.046153846154,MEDIATEK,MEDIATEK,0.0,0,POWERVR GX6250,2369.3205128205127,,,,,1366.0,4,11.6,,32,1,2.65
114,MICROSOFT,2.2,3864.0,INTEL,CORE I7,1.0,0,INTEL IRIS,925.0,,,,,2736.0,4,12.3,,512,1,1.73
115,DELL,2.0,2761.0,INTEL,CORE I7,0.0,1,AMD RADEON HD R7 M265,2369.3205128205127,,,,,1920.0,16,15.6,,0,1,6.0
116,HP,2.059183955739968,5001.046153846154,INTEL,CORE I3,0.0,0,INTEL HD 4400,530.0,,,,,1366.0,4,15.6,,0,1,5.05
117,HP,1.8,6134.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE MX150,2387.0,,,,,1920.0,16,17.3,,512,1,6.63
118,HP,2.16,618.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,,,1366.0,4,14.0,,16,0,3.74
119,LENOVO,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,,,1366.0,2,11.6,,32,0,2.53
120,ACER,1.6,990.0,AMD,A4,0.0,0,AMD RADEON R4,346.0,,,,,1366.0,4,15.6,,32,0,3.97
121,DELL,1.6,6068.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,12,15.6,,256,1,4.3
122,ASUS,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,,,1920.0,16,17.3,,0,0,6.7
123,ASUS,2.3,7584.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,,,1920.0,8,15.6,,256,0,5.07
124,ACER,1.4,849.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,,,1366.0,4,11.6,,16,0,2.75
125,LENOVO,2.3,7365.0,AMD,RYZEN 7,0.0,0,AMD RADEON RX VEGA 10,1569.0,,,,,1920.0,8,14.0,,256,0,3.87
126,DELL,2.3,2989.0,INTEL,CORE I5,0.0,0,INTEL HD 5500,568.0,,,,,3200.0,8,13.3,,256,1,2.8
127,DELL,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,,,1920.0,8,17.3,,128,0,7.2
128,DELL,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,8,13.3,,0,1,3.43
129,SAMSUNG,1.1,2801.0,INTEL,PENTIUM,0.0,0,INTEL UHD 605,355.0,,,,,1920.0,4,13.3,,64,0,3.02
130,ACER,2.0,5001.046153846154,MEDIATEK,MEDIATEK,0.0,0,IMAGINATION POWERVR GX6250,2369.3205128205127,,,,,1920.0,4,13.3,,32,1,3.28
131,LENOVO,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1366.0,12,15.6,,0,1,4.85
132,HP,2.8,2990.0,INTEL,CORE I5,0.0,0,INTEL HD 4000,329.0,,,,,1920.0,8,14.0,,0,0,4.65
133,DELL,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,8,13.3,,0,1,3.56
134,ASUS,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,,,1920.0,8,15.6,,128,0,5.7
135,HP,2.3,7584.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,,,1920.0,8,15.6,,128,0,5.18
136,ASUS,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,,,1366.0,4,14.0,,32,0,3.6
137,LENOVO,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,8,14.0,,128,1,3.74
138,APPLE,2.9,3165.0,INTEL,CORE I5,0.0,0,INTEL IRIS 6100,989.0,,,,,2560.0,8,13.3,,512,0,3.48
139,ALIENWARE,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,,,1920.0,16,17.3,,0,0,9.74
140,DELL,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,,,1920.0,8,15.6,,256,0,4.0
141,HP,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,8,15.6,,0,1,4.21
142,LENOVO,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,,,1366.0,2,11.6,,32,0,2.53
143,MICROSOFT,2.2,3864.0,INTEL,CORE I7,1.0,0,INTEL IRIS,925.0,,,,,2736.0,8,12.3,,256,1,1.73
144,DELL,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,,,1920.0,12,13.3,,256,1,3.53
145,ASUS,2.3,2989.0,INTEL,CORE I5,0.0,0,INTEL HD,10.0,,,,,1920.0,8,13.3,,256,1,3.2
146,SAMSUNG,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,8,13.3,,256,1,3.2
147,ASUS,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,,,1920.0,16,17.3,,512,0,6.39
148,HP,2.0,6317.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,,,1920.0,8,15.6,,256,1,4.74
149,DELL,1.7,1070.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,,,1366.0,4,13.3,,0,0,4.41
150,APPLE,1.1,1588.0,INTEL,CORE M,0.0,0,INTEL HD 5300,401.0,,,,,2304.0,8,12.0,,256,0,2.03
151,MICROSOFT,2.6,3780.0,INTEL,CORE I5,1.0,0,INTEL HD 620,888.0,,,,,3000.0,8,13.5,,256,1,3.38
152,OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,,,1920.0,16,15.6,,500,0,5.0
153,ACER,1.8,6134.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE MX150,2387.0,,,,,1920.0,8,15.6,,256,0,5.27
154,LENOVO,1.6,672.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,,,1366.0,4,11.6,,32,0,2.2
155,LENOVO,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1366.0,8,15.6,,0,1,4.85
156,HP,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,,,1366.0,8,15.6,,0,1,4.52
157,HP,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,16,13.3,,512,1,2.78
158,GOOGLE,1.3,2812.0,INTEL,CORE I7,0.0,0,INTEL HD 615,799.0,,,,,2400.0,16,12.3,,512,1,2.45
159,LENOVO,1.7,2343.0,INTEL,CORE I5,0.0,0,INTEL HD,10.0,,,,,1366.0,6,15.6,,0,0,4.63
160,ASUS,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,,,1920.0,16,17.3,,512,0,6.4
161,ASUS,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,,,1920.0,16,15.6,,512,1,3.97
162,ACER,1.6,6372.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE MX150,2387.0,,,,,1920.0,8,14.0,,256,0,3.97
163,HP,2.16,1068.0,INTEL,PENTIUM,0.0,0,INTEL HD,10.0,,,,,1366.0,4,14.88,,0,1,5.25
164,DELL,2.3,2989.0,INTEL,CORE I5,0.0,0,INTEL HD 520,830.0,,,,,1920.0,8,15.6,,0,1,5.36
165,DELL,2.4,2806.0,INTEL,CORE I3,0.0,0,INTEL HD 620,888.0,,,,,1366.0,6,15.6,,0,1,5.07
166,DELL,2.2,3555.0,INTEL,CORE I7,0.0,0,INTEL IRIS 540,1251.0,,,,,3200.0,16,13.3,,512,1,2.8
167,ALIENWARE,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,,,1920.0,16,15.6,,128,0,4.85
168,SAMSUNG,1.6,672.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,,,1366.0,2,11.6,,16,0,2.54
169,ACER,2.2,6903.0,AMD,RYZEN 7,0.0,1,AMD RADEON RX 540,2288.0,,,,,1920.0,8,15.6,,256,0,4.85
170,LENOVO,2.3,2989.0,INTEL,CORE I5,0.0,0,INTEL HD 520,830.0,,,,,1366.0,16,12.5,,256,0,3.18
171,MICROSOFT,2.5,4565.0,INTEL,CORE I7,1.0,0,INTELÂ IRIS PLUS 640,1377.0,,,,,2256.0,16,13.5,,512,1,2.83
172,HP,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,,,1920.0,16,13.3,,512,1,2.89
173,MICROSOFT,2.4,3368.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE 940M,1048.0,,,,,3000.0,8,13.5,,256,1,3.34
174,LENOVO,3.1,1687.0,AMD,A9,0.0,0,AMD RADEON R5,148.0,,,,,1366.0,8,15.6,,256,0,4.85
175,DELL,2.1,7248.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,,,1920.0,8,14.0,,128,1,3.81
176,LENOVO,2.0,2761.0,INTEL,CORE I7,0.0,0,INTEL HD,10.0,,,,,1366.0,8,15.6,,0,0,4.63
177,LENOVO,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,,,1366.0,4,15.6,,0,0,4.7
178,ACER,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,2256.0,8,13.5,,128,1,3.31
179,ASUS,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,,,1920.0,16,15.6,,1000,0,4.18
180,ASUS,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,,,1920.0,12,15.6,,0,1,5.07
181,DELL,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,,,3200.0,8,13.3,,256,1,2.7
182,APPLE,2.6,11636.0,INTEL,CORE I7,0.0,1,AMD RADEON PRO 5300M,5881.0,,,,,3072.0,16,16.0,,512,0,4.3
183,DELL,2.5,5260.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,,,3840.0,8,15.6,,256,1,4.5
184,ASUS,0.9,1862.0,INTEL,CORE M3,0.0,0,INTEL HD 515,688.0,,,,,1920.0,8,13.3,,256,1,2.9
185,DELL,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,8,13.3,,128,1,2.9
186,DELL,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,,,1920.0,12,15.6,,512,1,4.83
187,HP,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,,,1366.0,8,15.6,,0,1,4.85
188,DELL,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,,,3840.0,32,15.6,,1000,1,4.5
189,ASUS,2.6,6661.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 960M,3467.0,,,,,1920.0,16,15.6,,0,0,5.6
190,ASUS,1.1,1278.0,INTEL,CELERON,0.0,0,INTEL UHD 600,345.0,,,,,1366.0,4,11.6,,64,0,2.2
191,ASUS,1.1,1123.0,INTEL,CELERON,0.0,0,INTEL HD 500,317.0,,,,,1366.0,4,15.6,,32,0,3.1
192,HP,2.4,2806.0,INTEL,CORE I3,0.0,0,INTEL HD 620,888.0,,,,,1366.0,4,15.6,,0,0,4.52
193,ASUS,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,,,1920.0,16,15.6,,256,0,5.07
194,RAZER,1.8,6777.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE MX150,2387.0,,,,,1920.0,16,13.3,,256,0,2.89
