,base_name,brand,cpu_GHZ,cpu_benchmark,cpu_brand,cpu_core,cpu_type_name,detachable_keyboard,discrete_gpu,gpu,gpu_benchmark,gpu_brand,gpu_type,id,max_price,min_price,os_details,pc_name,pixels_x,ram,screen_size,screen_surface,ssd,storage,threading,touchscreen,weight
271,HUAWEI MATEBOOK X PRO,HUAWEI,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,22862,1259.99,1259.99,WINDOWS 10 HOME SIGNATURE EDITION,HUAWEI MATEBOOK X PRO,3000.0,8,13.9,GLOSSY,256,256,1.0,1,2.93
272,HP OMEN 15-DC1047NR,HP,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,29206,1599.99,1199.99,WINDOWS 10 HOME,HP OMEN,1920.0,32,15.6,MATTE,512,512,1.0,0,5.11
273,ACER CHROMEBOOK CB3-532,ACER,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,24433,200.98,200.0,CHROME OS,ACER CHROMEBOOK,1366.0,4,15.6,MATTE,16,16,0.0,0,4.3
274,ASUS ROG STRIX GL503,ASUS,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,22145,1499.98,1499.98,WINDOWS 10 HOME,ASUS ROG STRIX,1920.0,16,15.6,MATTE,256,1256,1.0,0,5.6
275,DELL INSPIRON 5000,DELL,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,18833,457.99,450.0,WINDOWS 10 HOME,DELL INSPIRON,1366.0,8,15.6,MATTE,256,256,1.0,0,5.2
276,DELL LATITUDE (E7470),DELL,2.4,3368.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,16473,949.95,940.0,WINDOWS 10,DELL LATITUDE,1920.0,8,14.0,MATTE,256,256,1.0,0,3.32
277,RAZER BLADE STEALTH 13,RAZER,1.3,8923.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,7868.0,NVIDIA,GEFORCE GTX 1650,29634,1799.99,1499.99,WINDOWS 10 HOME,RAZER BLADE STEALTH,1920.0,16,13.3,MATTE,512,512,1.0,0,3.13
278,HP STREAM 11,HP,2.0455467196819135,4957.364729458918,INTEL,,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,7418,169.99,164.99,WINDOWS 10,HP STREAM,1366.0,2,11.6,MATTE,32,32,0.0,0,2.6
279,LENOVO IDEAPAD 320,LENOVO,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,22561,630.0,618.0,WINDOWS 10 HOME,LENOVO IDEAPAD,1366.0,12,15.6,MATTE,0,1000,1.0,1,4.84
280,DELL INSPIRON 5000,DELL,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,25589,629.0,616.0,WINDOWS 10 HOME,DELL INSPIRON,1920.0,12,15.6,GLOSSY,0,1000,1.0,1,4.8
281,ACER SWIFT 1 SF113-31,ACER,1.1,2257.0,INTEL,QUAD-CORE,PENTIUM,0.0,0,INTEL HD 505,411.0,INTEL,HD 505,26809,265.99,265.99,WINDOWS 10 HOME,ACER SWIFT,1920.0,4,13.3,MATTE,64,64,0.0,0,2.87
282,RAZER BLADE 15,RAZER,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2080 MAX-Q,14482.0,NVIDIA,GEFORCE RTX 2080 MAX-Q,26096,2499.99,2299.99,WINDOWS 10 HOME,RAZER BLADE,1920.0,16,15.6,MATTE,512,512,1.0,0,4.63
283,APPLE MACBOOK AIR 2019,APPLE,1.6,3296.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL UHD 617,878.0,INTEL,UHD 617,30292,1232.0,1099.0,MACOS MOJAVE,APPLE MACBOOK AIR,2560.0,8,13.3,GLOSSY,256,256,1.0,0,2.75
284,ALIENWARE 17 ANW17-6429SLV,ALIENWARE,2.5,5439.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 980M,7779.0,NVIDIA,GEFORCE GTX 980M,6685,2045.0,1899.0,WINDOWS 8.1,ALIENWARE,1920.0,16,17.3,MATTE,128,1128,1.0,0,8.3
285,DELL INSPIRON,DELL,2.4,2806.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,20958,389.0,362.0,WINDOWS 10 HOME,DELL INSPIRON,1366.0,8,15.6,GLOSSY,0,1000,1.0,0,4.85
286,APPLE MACBOOK AIR 2019,APPLE,1.6,3296.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL UHD 617,878.0,INTEL,UHD 617,29626,899.99,899.0,MACOS MOJAVE,APPLE MACBOOK AIR,2560.0,8,13.3,GLOSSY,128,128,1.0,0,2.75
287,LENOVO THINKPAD P50 20EN0013US,LENOVO,2.6,6661.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA QUADRO M1000M,2939.0,NVIDIA,QUADRO M1000M,11675,1419.99,1419.99,WINDOWS 7,LENOVO THINKPAD,1920.0,8,15.6,MATTE,0,500,1.0,0,5.6
288,GOOGLE PIXELBOOK GO,GOOGLE,1.1,2995.0,INTEL,DUAL-CORE,CORE M3,0.0,0,INTEL UHD 615,835.0,INTEL,UHD 615,30754,649.0,642.49,CHROME OS,GOOGLE PIXELBOOK GO,1920.0,8,13.3,GLOSSY,64,64,1.0,1,2.3
289,HP CHROMEBOOK X2 12-F014DX,HP,1.0,2756.0,INTEL,DUAL-CORE,CORE M3,1.0,0,INTEL HD 615,799.0,INTEL,HD 615,26775,541.99,499.99,CHROME OS,HP CHROMEBOOK,2400.0,4,12.3,GLOSSY,32,32,1.0,1,3.06
290,HP PAVILION 15-CC563ST,HP,2.7,3500.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,20505,749.99,749.99,WINDOWS 10 HOME,HP PAVILION,1920.0,12,15.6,GLOSSY,0,1000,1.0,0,4.19
291,LENOVO FLEX 3,LENOVO,1.6,672.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,8545,360.0,360.0,WINDOWS 10,LENOVO FLEX,1366.0,4,11.6,GLOSSY,0,500,0.0,1,3.0
292,LENOVO THINKPAD YOGA 20D90027US,LENOVO,1.83,970.0,INTEL,QUAD-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,8536,445.0,445.0,WINDOWS 10,LENOVO THINKPAD YOGA,1366.0,4,11.6,GLOSSY,128,128,0.0,1,3.1
293,LENOVO FLEX 11 CHROMEBOOK,LENOVO,2.1,4957.364729458918,MEDIATEK,QUAD-CORE,MEDIATEK,0.0,0,POWERVR GX6250,3113.842629482071,POWERVR,GX6250,23417,368.0,368.0,CHROME OS,LENOVO FLEX,1366.0,4,11.6,MATTE,32,32,0.0,1,3.0
294,SAGER NP7856,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,15156.0,NVIDIA,GEFORCE RTX 2060,29628,1349.0,1349.0,WINDOWS 10 HOME,SAGER,1920.0,16,15.6,MATTE,500,1500,1.0,0,5.0
295,HP 15-BS212WM,HP,1.1,1278.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL UHD 600,345.0,INTEL,UHD 600,29409,227.98,194.99,WINDOWS 10 HOME,HP,1366.0,4,15.6,GLOSSY,0,500,0.0,0,4.5
296,HP ELITEBOOK 745 G5,HP,2.2,6903.0,AMD,QUAD-CORE,RYZEN 7,0.0,0,AMD RADEON VEGA 10,1571.0,AMD,RADEON VEGA 10,23244,655.89,623.65,WINDOWS 10 PRO,HP ELITEBOOK,1920.0,8,14.0,MATTE,256,256,1.0,0,3.27
297,DELL INSPIRON 5584,DELL,1.6,6068.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,28982,619.0,596.0,WINDOWS 10 HOME,DELL INSPIRON,1920.0,12,15.6,GLOSSY,0,1000,1.0,1,4.3
298,LENOVO,LENOVO,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,26137,689.0,689.0,WINDOWS 10 HOME,LENOVO,1366.0,12,15.6,GLOSSY,0,1000,1.0,1,4.83
299,ACER ASPIRE ONE CLOUDBOOK AO1-431-C3TM,ACER,1.6,672.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,11092,229.99,229.99,WINDOWS 10,ACER ASPIRE ONE CLOUDBOOK,1366.0,2,14.0,MATTE,32,32,0.0,0,3.53
300,LENOVO IDEAPAD 100,LENOVO,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,11539,309.99,309.99,WINDOWS 10,LENOVO IDEAPAD,1366.0,4,15.6,Unknown,0,500,0.0,0,4.31
301,APPLE MACBOOK AIR 2017 (MQD32LL/A),APPLE,1.8,2559.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 6000,829.0,INTEL,HD 6000,18512,749.99,749.99,MACOS SIERRA,APPLE MACBOOK AIR,1440.0,8,13.3,GLOSSY,128,128,1.0,0,2.96
302,DELL INSPIRON 14,DELL,1.6,672.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,14445,249.99,249.99,WINDOWS 10,DELL INSPIRON,1366.0,2,14.0,GLOSSY,32,32,0.0,0,3.9
303,LENOVO LEGION Y7000,LENOVO,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,27250,1129.0,1129.0,WINDOWS 10 HOME,LENOVO LEGION,1920.0,16,15.6,MATTE,128,1128,1.0,0,5.17
304,MSI GF75 THIN 9SC,MSI,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,7868.0,NVIDIA,GEFORCE GTX 1650,30516,1022.0,899.99,WINDOWS 10 HOME,MSI,1920.0,16,17.3,MATTE,512,512,1.0,0,4.85
305,HP 15,HP,2.0,2076.0,AMD,QUAD-CORE,A6,0.0,0,AMD RADEON R4,346.0,AMD,RADEON R4,17746,499.0,499.0,WINDOWS 10,HP,1366.0,8,15.6,GLOSSY,0,500,0.0,0,4.74
306,DELL LATITUDE E7440,DELL,1.6,2325.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 4400,530.0,INTEL,HD 4400,21222,243.0,226.0,WINDOWS 10 PRO,DELL LATITUDE,1366.0,8,14.0,MATTE,128,128,1.0,0,3.7
307,LENOVO 100E CHROMEBOOK (2ND GENERATION),LENOVO,2.1,4957.364729458918,MEDIATEK,QUAD-CORE,MEDIATEK,0.0,0,IMAGINATION POWERVR GX6250,3113.842629482071,IMAGINATION,POWERVR GX6250,29844,125.9,119.98,CHROME OS,LENOVO,1366.0,4,11.6,MATTE,16,16,0.0,0,2.68
308,LG GRAM,LG,1.8,6777.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,26097,1479.0,1344.0,WINDOWS 10 HOME,LG GRAM,2560.0,16,17.0,GLOSSY,512,512,1.0,0,2.95
309,ASUS VIVOBOOK F510UA,ASUS,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,18829,799.99,799.99,WINDOWS 10 HOME,ASUS VIVOBOOK,1920.0,8,15.6,MATTE,0,1000,1.0,0,3.7
310,DELL LATITUDE E6420,DELL,2.0455467196819135,4957.364729458918,INTEL,,CORE I5,0.0,0,INTEL HD 3000,258.0,INTEL,HD 3000,6758,189.97,175.99,Unknown,DELL LATITUDE,1366.0,4,14.0,MATTE,128,128,0.0,0,4.56
311,ASUS C300SA,ASUS,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,9938,229.99,229.99,CHROME OS,ASUS,1366.0,4,13.3,MATTE,16,16,0.0,0,2.98
312,HP CHROMEBOOK 11 G4,HP,2.16,618.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,9056,178.85,178.85,CHROME OS,HP CHROMEBOOK,1366.0,2,11.6,MATTE,16,16,0.0,0,2.83
313,LENOVO IDEAPAD 130S,LENOVO,1.1,1278.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL UHD 600,345.0,INTEL,UHD 600,28642,209.88,189.05,WINDOWS 10 HOME,LENOVO IDEAPAD,1366.0,4,11.6,MATTE,64,64,0.0,0,2.54
314,DELL CHROMEBOOK,DELL,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,28975,156.99,140.0,CHROME OS,DELL CHROMEBOOK,1366.0,4,11.6,Unknown,16,16,0.0,0,3.09
315,ASUS CHROMEBOOK FLIP C434TA,ASUS,1.1,2995.0,INTEL,DUAL-CORE,CORE M3,0.0,0,INTEL UHD 615,835.0,INTEL,UHD 615,26956,489.79,482.9,CHROME OS,ASUS CHROMEBOOK FLIP,1920.0,4,14.0,GLOSSY,64,64,1.0,1,3.19
316,ACER ASPIRE 7 A715-72G,ACER,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,29201,834.95,834.93,WINDOWS 10 HOME,ACER ASPIRE,1920.0,8,15.6,MATTE,128,1128,1.0,0,5.29
317,DELL INSPIRON 7577,DELL,2.5,5260.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,20089,909.0,819.0,WINDOWS 10 HOME,DELL INSPIRON,1920.0,8,15.6,MATTE,128,1128,0.0,0,6.28
318,SAGER NP7876,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,15156.0,NVIDIA,GEFORCE RTX 2060,29631,1499.0,1399.0,WINDOWS 10 HOME,SAGER,1920.0,32,17.3,MATTE,500,1500,1.0,0,5.9
319,ASUS CHROMEBOOK C425TA,ASUS,1.1,2995.0,INTEL,DUAL-CORE,CORE M3,0.0,0,INTEL UHD 615,835.0,INTEL,UHD 615,29403,429.97,369.99,CHROME OS,ASUS CHROMEBOOK,1920.0,8,14.0,MATTE,64,64,1.0,0,2.93
320,DELL XPS 13 9360,DELL,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,20284,799.0,799.0,WINDOWS 10 HOME,DELL XPS,1920.0,8,13.3,GLOSSY,128,128,1.0,1,2.9
321,APPLE MACBOOK AIR 2014,APPLE,1.4,2440.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 5000,684.0,INTEL,HD 5000,25061,399.0,339.99,OS X MAVERICKS,APPLE MACBOOK AIR,1366.0,4,11.6,GLOSSY,128,128,1.0,0,2.38
322,ACER NITRO 5,ACER,2.5,5260.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,23606,748.0,705.98,WINDOWS 10 HOME,ACER NITRO,1920.0,8,15.6,MATTE,256,256,0.0,0,5.95
323,MICROSOFT SURFACE PRO (5TH GENERATION),MICROSOFT,2.6,3780.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,16465,740.0,734.99,WINDOWS 10,MICROSOFT SURFACE PRO,2736.0,8,12.3,GLOSSY,256,256,0.0,1,1.7
324,MSI GF63 THIN 9RCX,MSI,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,30998,848.0,649.0,WINDOWS 10 HOME,MSI,1920.0,8,15.6,MATTE,256,256,1.0,0,4.1
325,EVOO EV-C-125-3-SL,OTHER,1.44,112.0,INTEL,QUAD-CORE,CELERON,0.0,0,INTEL HD 4000,329.0,INTEL,HD 4000,25262,165.05,165.05,WINDOWS 10 HOME,EVOO,1366.0,3,12.5,Unknown,32,32,0.0,0,2.42
326,ASUS ROG ZEPHYRUS GX701GW,ASUS,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,16632.0,NVIDIA,GEFORCE RTX 2070,27417,2499.97,2299.97,WINDOWS 10 HOME,ASUS ROG ZEPHYRUS,1920.0,16,17.3,MATTE,1000,1000,1.0,0,5.73
327,HP 15-AY103DX,HP,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,17473,520.0,498.56,WINDOWS 10,HP,1366.0,8,15.6,GLOSSY,0,1000,1.0,1,4.73
328,PROSTAR NH58RAQ,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,7868.0,NVIDIA,GEFORCE GTX 1650,31197,1319.0,1319.0,WINDOWS 10 HOME,PROSTAR,1920.0,32,15.6,MATTE,500,1500,1.0,0,4.85
329,DELL INSPIRON I3567,DELL,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,18832,498.0,498.0,WINDOWS 10 HOME,DELL INSPIRON,1366.0,8,15.6,GLOSSY,0,1000,1.0,0,4.95
330,DELL INSPIRON 5570,DELL,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,28646,675.0,661.0,WINDOWS 10 HOME,DELL INSPIRON,1920.0,16,15.6,GLOSSY,512,1512,1.0,1,4.8
331,MICROSOFT SURFACE BOOK,MICROSOFT,2.6,3807.0,INTEL,DUAL-CORE,CORE I7,1.0,1,NVIDIA GEFORCE,3.0,NVIDIA,GEFORCE,22980,1300.0,1299.81,WINDOWS 10 PRO,MICROSOFT SURFACE BOOK,3000.0,16,13.5,GLOSSY,1000,1000,1.0,1,3.34
332,HP 15-AY191MS,HP,2.4,2806.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,19857,519.0,497.88,WINDOWS 10 HOME,HP,1366.0,8,15.6,GLOSSY,0,1000,1.0,1,4.6
333,MICROSOFT SURFACE BOOK,MICROSOFT,2.6,3807.0,INTEL,DUAL-CORE,CORE I7,0.0,1,NVIDIA GEFORCE 940M,1048.0,NVIDIA,GEFORCE 940M,20286,1428.81,1329.0,WINDOWS 10 PRO,MICROSOFT SURFACE BOOK,3000.0,16,13.5,GLOSSY,1000,1000,1.0,1,3.34
334,ASUS VIVOBOOK S510UA,ASUS,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,24431,588.0,535.0,WINDOWS 10 HOME,ASUS VIVOBOOK,1920.0,8,15.6,MATTE,256,256,1.0,0,3.7
335,DELL INSPIRON 3567,DELL,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,25738,444.0,443.88,WINDOWS 10 HOME,DELL INSPIRON,1366.0,8,15.6,GLOSSY,256,256,1.0,1,5.07
336,MSI GS63VR STEALTH PRO,MSI,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,26131,1999.11,1999.11,WINDOWS 10 HOME,MSI,1920.0,16,15.6,MATTE,256,2256,1.0,0,3.96
337,MICROSOFT SURFACE BOOK,MICROSOFT,2.6,3807.0,INTEL,DUAL-CORE,CORE I7,1.0,1,NVIDIA GEFORCE GTX 965M,3683.0,NVIDIA,GEFORCE GTX 965M,18660,949.99,729.0,WINDOWS 10 PRO,MICROSOFT SURFACE BOOK,3000.0,8,13.5,GLOSSY,256,256,1.0,1,3.63
338,MICROSOFT SURFACE PRO (5TH GENERATION),MICROSOFT,2.5,4565.0,INTEL,DUAL-CORE,CORE I7,1.0,0,INTEL IRIS PLUS 640,1377.0,INTEL,IRIS PLUS 640,26964,999.66,975.82,WINDOWS 10 PRO,MICROSOFT SURFACE PRO,2736.0,16,12.3,GLOSSY,512,512,1.0,1,1.73
339,JUMPER EZPAD 6 PRO,JUMPER,1.6,2049.0,INTEL,QUAD-CORE,ATOM,1.0,0,INTEL HD 505,411.0,INTEL,HD 505,28487,249.9,249.9,WINDOWS 10 HOME,JUMPER EZPAD,1920.0,6,11.6,GLOSSY,64,64,0.0,1,1.54
340,DELL I3558-9136BLK,DELL,2.1,1936.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 4400,530.0,INTEL,HD 4400,9285,479.99,479.99,WINDOWS 10,DELL,1366.0,6,15.6,GLOSSY,0,1000,1.0,1,4.85
341,ASUS Q304UA,ASUS,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,20515,479.0,479.0,WINDOWS 10 HOME,ASUS,1920.0,6,13.3,GLOSSY,0,1000,1.0,1,3.31
342,ASUS X551,ASUS,2.16,530.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,3841,349.0,349.0,WINDOWS 8.1,ASUS,1366.0,4,15.6,GLOSSY,0,500,0.0,0,4.7
343,LENOVO IDEAPAD 300 80Q70021US,LENOVO,2.3,2989.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,9719,649.0,649.0,WINDOWS 10,LENOVO IDEAPAD,1366.0,8,15.6,Unknown,0,1000,1.0,0,5.06
344,MICROSOFT SURFACE PRO 3,MICROSOFT,1.7,2380.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 5000,684.0,INTEL,HD 5000,14070,999.99,999.99,WINDOWS 8.1,MICROSOFT SURFACE PRO,2160.0,8,12.0,GLOSSY,256,256,1.0,1,1.76
345,ASUS ROG STRIX HERO II,ASUS,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,24014,1358.0,1294.0,WINDOWS 10,ASUS ROG STRIX HERO II,1920.0,16,15.6,MATTE,256,1256,1.0,0,5.29
346,"SAMSUNG CHROMEBOOK (WI-FI, 11.6-INCH)",SAMSUNG,1.7,500.0,SAMSUNG,DUAL-CORE,EXYNOS,0.0,0,INTEL HD,10.0,INTEL,HD,4066,76.0,69.99,CHROME OS,"SAMSUNG CHROMEBOOK (WI FI,",1366.0,2,11.6,MATTE,16,16,0.0,0,2.43
347,ASUS VIVOBOOK (M580VD-EB76),ASUS,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,17467,938.0,938.0,WINDOWS 10,ASUS VIVOBOOK,1920.0,16,15.6,MATTE,256,1256,1.0,0,5.1
348,DELL XPS13 WITH MATTE DISPLAY,DELL,2.2,2546.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 5500,568.0,INTEL,HD 5500,6973,849.88,849.88,WINDOWS 8.1,DELL,1920.0,4,13.3,MATTE,128,128,1.0,0,2.6
349,LENOVO G50 80L000ALUS,LENOVO,1.9,1863.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD,10.0,INTEL,HD,7077,439.88,439.88,WINDOWS 8.1,LENOVO,1366.0,4,15.6,GLOSSY,0,1000,1.0,0,4.63
350,ASUS VIVOBOOK F510UA,ASUS,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,25057,589.99,589.99,WINDOWS 10 HOME,ASUS VIVOBOOK,1920.0,8,15.6,MATTE,0,1000,1.0,0,3.7
351,RAZER BLADE 15,RAZER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,15156.0,NVIDIA,GEFORCE RTX 2060,28047,1999.99,1799.99,WINDOWS 10 HOME,RAZER BLADE,1920.0,16,15.6,MATTE,512,512,1.0,0,4.63
352,LENOVO YOGA 2,LENOVO,1.6,1373.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 4200,90.0,INTEL,HD 4200,6345,779.99,779.99,WINDOWS 8.1,LENOVO YOGA,1920.0,4,11.6,GLOSSY,128,128,1.0,1,3.06
353,DELL INSPIRON 5570,DELL,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,20291,779.99,769.99,WINDOWS 10 HOME,DELL INSPIRON,1600.0,8,17.3,MATTE,0,1000,1.0,0,6.39
354,ACER ASPIRE ES1-572-31KW,ACER,2.3,2825.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,10814,449.99,449.99,WINDOWS 10,ACER ASPIRE,1366.0,4,15.6,GLOSSY,0,1000,1.0,0,5.29
355,LENOVO IDEAPAD 310,LENOVO,2.5,2365.0,AMD,QUAD-CORE,A12,0.0,0,AMD RADEON R7,551.0,AMD,RADEON R7,21468,484.0,412.0,WINDOWS 10 HOME,LENOVO IDEAPAD,1366.0,8,15.6,GLOSSY,0,1000,0.0,0,4.85
356,DELL INSPIRON 3567,DELL,2.7,3190.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,24846,378.98,368.0,WINDOWS 10 HOME,DELL INSPIRON,1366.0,8,15.6,GLOSSY,0,1000,1.0,0,5.07
357,DELL INSPIRON 3493,DELL,1.1,9314.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL IRIS PLUS,1888.0,INTEL,IRIS PLUS,31193,328.94,318.0,WINDOWS 10 HOME,DELL INSPIRON,1366.0,4,14.0,MATTE,128,128,1.0,0,3.77
358,RAZER BLADE STEALTH,RAZER,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,22555,1198.0,1198.0,WINDOWS 10 HOME,RAZER BLADE STEALTH,3200.0,16,13.3,GLOSSY,256,256,1.0,1,2.98
359,HP,HP,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,21467,559.0,545.37,WINDOWS 10 HOME,HP,1366.0,12,15.6,GLOSSY,0,2000,1.0,0,4.3
360,LENOVO IDEAPAD,LENOVO,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,10687,264.99,259.99,WINDOWS 10,LENOVO IDEAPAD,1366.0,4,15.6,Unknown,0,500,0.0,0,4.85
361,ASUS VIVOBOOK FLIP TP401MA,ASUS,1.1,2801.0,INTEL,QUAD-CORE,PENTIUM,0.0,0,INTEL UHD 605,355.0,INTEL,UHD 605,27581,409.0,409.0,WINDOWS 10 S,ASUS VIVOBOOK FLIP,1920.0,4,14.0,GLOSSY,64,64,0.0,1,3.3
