,id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,act_min_price,act_max_price,index,pred_min_price,pred_max_price
159,16230,"Acer Predator Helios 300 Gaming Laptop, 15.6"" Full HD IPS, Intel i7 CPU, 16GB DDR4 RAM, 256GB SSD, GeForce GTX 1060-6GB, VR Ready, Red Backlit KB, Metal Chassis, Windows 10 64-bit, G3-571-77QK",Acer,Acer Predator Helios 300 (G3-571-77QK),15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10,16,256,256,5.95,954.99,962.92,106,1192.7941333333306,1306.8037633333238
160,16692,"Dell Inspiron 7000 13.3"" 2-in-1 Full HD Touchscreen Convertible Laptop, 7th Intel Core i7-7500U, 12GB DDR4 RAM, 256GB SSD, Backlit Keyboard, Bluetooth, HDMI, 802.11AC, Windows 10",Dell,Dell Inspiron 7000,13.3,1920.0,1080.0,Glossy,1,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,12,256,256,3.53,1299.0,1299.0,144,861.6199166666615,878.5362666666591
161,29408,"Lenovo Flex 14 2-in-1 Convertible Laptop, 14.0 Inch HD, Touch screen, Intel Core i3-8145U Processor, 4GB DDR4 RAM, 128GB Nvme SSD, Intel UHD Graphics 620, Windows 10, Onyx Black",Lenovo,Lenovo Flex 14,14.0,1366.0,768.0,Glossy,1,Intel Core i3,Intel Core i3-8145U 2.1 GHz (8th gen Whiskey Lake Dual-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,4,128,128,3.65,399.0,412.95,208,369.925343333329,381.9895266666628
162,23618,Dell Latitude E6430 Laptop WEBCAM - HDMI - Intel Core i5 2.6ghz - 8GB DDR3 - 128GB SSD - DVD - Windows 10 Pro 64bit - (Renewed),Dell,Dell Latitude E6430,14.0,1366.0,768.0,Matte,0,Intel Core i5,Intel Core i5-3320M 2.6 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 4000,Windows,Windows 10 Pro,8,128,128,4.6,194.99,216.99,199,193.9244133333305,222.60368666666432
163,24011,"HP 2018 Elitebook 840 G1 14' HD LED-backlit anti-glare Laptop Computer, Intel Dual-Core i5-4300U up to 2.9GHz, 8GB RAM, 500GB HDD, USB 3.0, Bluetooth, Window 10 Professional (Renewed)",HP,HP EliteBook 840 G1,14.0,1366.0,768.0,Matte,0,Intel Core i5,Intel Core i5-4300U 1.9 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD 4400,Windows,Windows 10 Pro,8,0,500,3.48,218.0,249.96,21,387.6705166666632,405.91030666666666
164,27739,Samsung Notebook 7 Spin NP730QAA - 13.3 FHD Touch - 8Gen i5-8250U - 8GB - 256GB SSD,Samsung,Samsung Notebook 7 Spin,13.3,1920.0,1080.0,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,3.2,669.8,708.95,146,684.0006833333318,703.2313333333293
165,25260,"Asus FX504 TUF Gaming Laptop, 15.6â€ Full HD, 8th Gen Intel Core i7-8750H Processor, GeForce GTX 1050 Ti, 8GB DDR4, 256GB M.2 SSD, Gigabit WiFi, Windows 10 - FX504GE-ES72 Black Matter Edition",Asus,Asus TUF Gaming FX504,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,8,256,256,5.07,775.0,789.0,37,850.6255399999978,886.8657933333209
166,17757,HP Elitebook 8470p Laptop WEBCAM - Core i5 2.5ghz - 8GB DDR3 - 500GB HDD - DVD - Windows 10 home - (Renewed),HP,HP EliteBook 8470p,14.0,,,Matte,0,Intel Core i5,Intel Core i5-3360M 2.8 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 4000,Windows,Windows 10,8,0,500,4.65,199.0,225.0,132,551.4191699999969,570.0132766666644
167,7267,"Microsoft Surface Pro 4 (256 GB, 8 GB RAM, Intel Core i7e)",Microsoft,Microsoft Surface Pro 4 CQ9,12.3,2736.0,1824.0,glossy,1,Intel Core i7,Intel Core i7-6650U 2.2 GHz (6th gen Skylake Dual-Core with Hyper-Threading),1.0,0,Intel Iris,Windows,Windows 10,8,256,256,1.73,729.99,933.0,143,915.936433333328,955.0708499999918
168,26364,"Dell XPS 9570 Gaming Laptop 15.6"" FHD, 8th Gen Core i7-8750H CPU, 8GB RAM, 256GB SSD, GeForce GTX 1050Ti, Infinity Edge 400-nits Display, Silver, Windows 10 Home - XPS9570-7023SLV-PUS",Dell,Dell XPS 9570,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,8,256,256,4.0,1279.0,1280.2,140,866.2179466666646,944.4303199999941
169,25261,"MSI GV62 8RD-034 15.6"" Thin and Light Gaming Laptop, GeForce GTX 1050Ti 4G, Intel i7-8750H (6 Cores), 8GB DDR4, 128GB SSD + 1TB, Windows 10 64 bit, Steelseries Red Backlit Keys",MSI,MSI GV62 8RD,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,8,128,1128,4.8,935.1,935.1,103,830.6694733333328,871.7383333333214
170,29627,"Prostar NH58RDQ 15.6 Inches FHD IPS 144Hz 5ms, Intel i7-9750H, RTX 2060, 16GB 2666Mhz DDR4, 500GB NVMe SSD, Windows 10 Home, Slim Bezel Gaming Laptop, 1-Year Warranty",Other,Prostar NH58RDQ,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,16,500,500,5.0,1279.0,1299.0,152,1316.6623999999997,1334.10083
171,19303,"Dell Inspiron 13 5000 2-in-1 - 13.3"" Touch Display - 8th Gen Intel Core i5-8250U - 8GB Memory - 1 TB Hard Drive - Theoretical Gray (i5379-5043GRY-PUS)",Dell,Dell Inspiron 13 5000 2-in-1,13.3,1920.0,1080.0,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,0,1000,3.56,679.99,699.99,133,654.090179999998,669.5426033333308
172,30062,"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 64 GB eMMC, Windows 10 Home in S Mode (14-cb159nr, Jet Black)",HP,HP Stream 14-cb159nr,14.0,1366.0,768.0,Matte,0,Intel Celeron,Intel Celeron N4000 1.1 GHz (Gemini Lake Dual-Core),0.0,0,Intel UHD 600,Windows,Windows 10 Home,4,64,64,4.4,229.89,259.99,99,233.9125866666638,252.1291466666641
173,26132,"Dell Alienware 17 R5 VR Ready 17.3"" LCD Gaming Notebook - Intel Core i7 (8th Gen) i7-8750H Hexa-core (6 Core) 2.20 GHz - 16 GB DDR4 SDRAM - 1 TB HHD - Windows 10 Home 64-bit (English) - 1920 x 10",Alienware,Alienware 17 R5,17.3,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1070,Windows,Windows 10 Home,16,0,1000,9.74,1510.0,1530.0,73,1569.4597200000037,1623.248180000003
174,28647,"Asus Vivobook S15 S512 Thin and Light 15.6â€ FHD, Intel Core i7-8565U CPU, 8GB DDR4 RAM, 256GB PCIe Nvme SSD + 1TB HDD, Windows 10 Home, S512FA-DB71, Silver Metal",Asus,Asus VivoBook S512FA,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8565U 1.8 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,1256,4.0,853.49,853.49,2,812.6277199999962,837.7325199999967
175,28800,"Acer Chromebook 315, AMD Dual-Core A4-9120C Processor, 15.6"" HD, AMD Radeon R4 Graphics, 4GB DDR4, 32GB eMMC, Google Chrome, CB315-2H-25TX",Acer,Acer Chromebook 315 CB315-2H,15.6,1366.0,768.0,Matte,0,AMD A4,AMD A4-9120C 1.6 GHz (7th gen Stoney Ridge Dual-Core),0.0,0,AMD Radeon R4,Chrome OS,Chrome OS,4,32,32,3.97,210.0,215.91,120,234.69195333333118,245.24874999999844
176,4002,Dell Inspiron i5547-15001sLV 15.6-Inch Touchscreen Laptop,Dell,Dell Inspiron i5547-15001sLV,15.6,1920.0,1080.0,Glossy,1,Intel Core i7,Intel Core i7-4510U 2.0 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,1,AMD Radeon HD R7 M265,Windows,Windows 8.1,16,0,1024,6.0,509.81,519.99,115,1107.4805799999995,1146.121003333331
177,25269,"2018 Newest Premium Flagship HP Pavilion 15.6"" HD Widescreen LED Notebook Laptop (AMD CPU + 4GB RAM)",HP,HP Pavilion,15.6,1366.0,768.0,Glossy,0,AMD A6,AMD A6-9225 2.6 GHz (7th gen Stoney Ridge Dual-Core),0.0,0,AMD Radeon R4,Windows,Windows 10 Home,4,0,1000,4.61,285.77,285.77,56,381.4333266666614,396.0176300000034
178,23817,"ASUS VivoBook K570UD 15.6â€ Laptop, Intel Core i7-8550U, GeForce GTX 1050 4GB, 16GB DDR4, FHD Display, 256GB SSD + 1TB HDD, Fingerprint Sensor, Backlit keyboard,  K570UD-ES76 Casual Gaming Laptop",Asus,Asus VivoBook K570UD,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,16,256,1256,4.2,1439.0,1439.0,44,1214.9432999999963,1273.1872733333287
179,19852,"HP 14in diagonal SVA BrightView HD Chromebook - Intel Dual-Core Celeron N2840 2.16GHz, 4GB DDR3, 16GB eMMC, 802.11ac, Bluetooth, HDMI, USB 3.0, Chrome OS (Renewed)",HP,HP Chromebook 14-ak040nr,14.0,1366.0,768.0,Glossy,0,Intel Celeron,Intel Celeron N2840 2.16 GHz (Bay Trail Dual-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,3.74,139.0,149.0,118,231.133899999997,233.7982833333348
180,10550,"2016 Dell Inspiron i3558 Premium 15.6-inch Touchscreen Laptop PC, Intel Core i3-5015U 2.00 GHz, 4GB DDR3L RAM, 1TB HDD, DVDRW, HDMI, Bluetooth, MaxxAudio, Windows 10",Dell,Dell Inspiron i3558,15.6,1366.0,768.0,Glossy,0,Intel Core i3,Intel Core i3-5015U 2.1 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD 5500,Windows,Windows 10,4,0,500,4.85,499.0,499.0,39,435.0681599999969,439.07231666666394
181,23421,"Huawei MateBook X Pro Signature Edition Thin & Light Laptop, 13.9"" 3K Touch, 8th Gen i7-8550U, 16 GB RAM, 512 GB SSD, GeForce MX150, 3:2 Aspect Ratio, Office 365 Personal, Space Gray - Mach-W29C",Huawei,Huawei MateBook X Pro,13.9,3000.0,2000.0,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce MX150,Windows,Windows 10 Home Signature Edition,16,512,512,2.93,1699.11,1719.99,82,1350.704113333327,1432.5231699999981
182,26123,"Oemgenuine Lenovo ThinkPad Edge E590 15.6"" FHD Display 1920x1080, Intel Quad Core i7-8565U, 16GB RAM, 1TB SSD (PCIe-NVMe), WiFi Intel 9260-AC, Fingerprint, W10P",Lenovo,Lenovo ThinkPad E580,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Pro,16,1000,1000,4.7,999.95,999.95,52,1176.7638199999972,1274.1844266666574
183,30287,"Dell Inspiron 14 5000 Series 14-Inch FHD Touchscreen (AMD Ryzen 5 3500U 2.1GHz, 8GB RAM, 128GB SSD, Radeon RX Vega8, Windows 10 Home 64-Bit) 2-in-1 Laptop Computer",Dell,Dell Inspiron 5485,14.0,1920.0,1080.0,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 3500U 2.1 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,128,128,3.81,549.0,549.0,175,524.5195266666582,536.7468033333316
184,28644,"Asus ROG Strix G (2019) Gaming Laptop, 15.6â€ IPS Type FHD, NVIDIA GeForce GTX 1650, Intel Core i7-9750H, 16GB DDR4, 1TB PCIe Nvme SSD, RGB KB, Windows 10 Home, GL531GT-EB76",Asus,Asus ROG Strix GL531GT,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,16,1000,1000,5.3,1044.0,1044.74,108,1388.5313566666625,1455.2008733333314
185,14891,"Lenovo Thinkpad Yoga 11E-G3 Convertible, Intel:N3160/CQC, 1.6 GHz, 128 GB, Intel-HD/IGP, Windows 10 Home Edition-64 bit, Black, 11.6"" HD Touch",Lenovo,Lenovo Thinkpad Yoga 11E (3rd Gen),11.6,1366.0,768.0,Glossy,1,Intel Celeron,Intel Celeron N3160 1.6 GHz (Braswell Quad-Core),0.0,0,Intel HD 400,Windows,Windows 10,4,128,128,3.5,489.99,489.99,57,373.7146833333321,379.62574333333265
186,11532,"HP 15.6"" Business Notebook, AMD A6-7310 Quad-Core 2.0GHz, 8GB DDR3, 128GB SSD, 802.11ac, Bluetooth, Win10H",HP,HP 255,15.6,1366.0,768.0,Glossy,0,AMD A6,AMD A6-7310 2.0 GHz (Puma+ Quad-Core),0.0,0,AMD Radeon R4,Windows,Windows 10,8,128,128,,499.99,499.99,101,370.235433333332,382.82938666666564
187,27884,"Dell Inspiron 15 5000 15.6-inch Touchscreen FHD 1080p Premium Laptop, Intel Quad Core i5-8250U Processor, 12GB RAM, 1TB Hard Drive, Bluetooth, Silver",Dell,Dell Inspiron 5000,15.6,1920.0,1080.0,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,12,0,1000,4.8,599.0,602.17,92,606.0455099999994,642.7292599999995
188,6753,"Dell Latitude E6420 14.1-Inch Business Laptop (Intel Core i5 2.5GHz, 8G RAM, 128G SSD, Windows 7 Professional)(Renewed)",Dell,Dell Latitude E6420,14.1,1366.0,768.0,matte,0,Intel Core i5,Intel Core i5-2520M 2.5 GHz (2nd gen Sandy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 3000,Windows,Windows 7,8,128,128,4.56,227.0,229.0,97,193.29800666666554,215.05285333333103
189,20511,"ASUS 15.6"" Q504UA-BI5T26 2-in-1 Touchscreen FHD 1080p Laptop PC, 7th Intel Core i5-7200u, 12GB DDR4 SDRAM, 1TB HDD, Built-in fingerprint reader, Windows Ink Capable Display, Backlit Keyboard, Windows",Asus,Asus Q504UA,15.6,1920.0,1080.0,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,12,0,1000,5.07,599.99,619.99,180,575.0728199999897,593.4626233333323
190,30997,Lenovo 20NE0001US TS E495 3700U 8GB 256GB W10P,Lenovo,Lenovo ThinkPad E495,14.0,1920.0,1080.0,Matte,0,AMD Ryzen 7,AMD Ryzen 7 3700U 2.3 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon RX Vega 10,Windows,Windows 10 Pro,8,256,256,3.87,539.99,559.97,125,554.8861466666627,572.5364833333321
191,28808,"MSI GF63 Thin 8SC-030 15.6"" Gaming Laptop, Thin Bezel, Intel Core i5-8300H, NVIDIA GeForce GTX1650, 8GB, 256GB NVMe NVMe SSD",MSI,MSI GF63 Thin 8SC,15.6,1920.0,1080.0,Matte,0,Intel Core i5,Intel Core i5-8300H 2.3 GHz (8th gen Coffee Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,8,256,256,4.1,759.0,774.99,220,683.611546666659,723.965329999998
192,12288,"Lenovo IdeaPad 110s - 11IBR 11.6"" Laptop - White",Lenovo,Lenovo Ideapad 110s,11.6,1366.0,768.0,,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Windows,Windows 10,2,32,32,2.53,198.14,236.81,142,248.92214666666604,256.33181333333323
193,24218,"HP Pavilion Gaming Laptop,15.6"" FHD IPS, Intel 8th Gen i5+8300H, NVIDIA GTX 1050Ti 4GB, 8GB RAM, 16GB Intel Optane Memory, 1TB HDD, Narrow border design, Windows 10 Home (15-cx0020nr,Black)",HP,HP Pavilion Gaming 15-cx,15.6,1920.0,1080.0,Matte,0,Intel Core i5,Intel Core i5-8300H 2.3 GHz (8th gen Coffee Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,8,0,1000,5.18,688.98,719.79,81,725.600679999997,774.8960899999959
194,21211,"LG gram Thin & Light Laptop - 15.6"" FHD IPS Touch, 8th Gen Core i7, 16GB RAM, 1TB (2x500GB SSD), 2.5lbs, Up to 16.5 hrs, Thunderbolt 3, Finger Print Reader, Windows 10 Home - 15Z980-R.AAS9U1 (2018)",LG,LG gram,15.6,1920.0,1080.0,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,16,1000,1000,2.41,1772.89,1891.98,218,1244.5046999999918,1320.9413766666578
195,30759,"Apple MacBook Air (13-inch Retina display, 1.6GHz dual-core Intel Core i5, 128GB) - Space Gray (Renewed)",Apple,Apple MacBook Air 2018,13.3,2560.0,1600.0,Glossy,0,Intel Core i5,Intel Core i5-8210Y 1.6 GHz (8th gen Amber Lake Y Dual-Core with Hyper-Threading),0.0,0,Intel UHD 617,macOS,macOS Mojave,8,128,128,2.75,748.0,802.67,107,865.50128333333,912.6747399999927
196,8227,"DELL XPS XPS9350-4007SLV 13.3-Inch Touchscreen (Intel Core i5 6200U 2.30 GHz Processor, 8 GB LPDDR3 RAM, 256 GB Hard Drive, Windows 10 Home),  Machined Aluminum",Dell,Dell XPS9350-4007SLV,13.3,3200.0,1800.0,Glossy,1,Intel Core i5,Intel Core i5-6200U 2.3 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 5500,Windows,Windows 10,8,256,256,2.8,769.0,769.0,126,1026.248979999995,1074.8871999999938
197,29205,"Newest 2019 Flagship HP 14"" Laptop Intel Pentium Gold 4GB Ram 128GB SSD Ash Silver Keyboard Frame",HP,HP 14-cf0012dx,14.0,1366.0,768.0,Glossy,0,Intel Pentium,Intel Pentium Gold 4417U 2.3 GHz (Kaby Lake R Dual-Core with Hyper-Threading),0.0,0,Intel HD 610,Windows,Windows 10 Home,4,128,128,3.15,269.99,295.03,110,390.35852999999753,410.0961433333327
198,19312,"Acer Chromebook 11, 11.6-inch HD, Intel Celeron N2840, 4GB DDR3L, 16GB Storage, Chrome, CB3-131-C8GZ",Acer,Acer Chromebook 11,11.6,1366.0,768.0,Matte,0,Intel Celeron,Intel Celeron N2840 2.16 GHz (Bay Trail Dual-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,2.43,287.04,287.04,36,148.91196666666605,153.3070799999987
199,19853,"ASUS Chromebook Flip C213SA-YS02 11.6 inch Ruggedized & Spill Proof, Touchscreen, Intel Dual-Core Apollo Lake N3350 , 4GB DDR4 RAM, 32GB Flash Storage, USB Type-C, Supports Android Apps",Asus,Asus Chromebook Flip C213SA,11.6,1366.0,768.0,Matte,1,Intel Celeron,Intel Celeron N3350 1.1 GHz (Apollo Lake Dual-Core),0.0,0,Intel HD 500,Chrome OS,Chrome OS,4,32,32,2.7,343.87,489.0,30,229.22983999999795,237.44868000000008
200,25062,"MicrosoftÂ  Surface Laptop 2 (Intel Core i5, 8GB RAM, 256GB) - Platinum",Microsoft,Microsoft Surface Laptop 2,13.5,2256.0,1504.0,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,2.76,868.99,899.0,43,760.7345999999993,822.9316533333281
201,27241,"ROG Zephyrus S GX701 Gaming Laptop, 17.3â€ HDR 144Hz FHD IPS, GeForce RTX 2080, Intel Core i7-9750H Processor, 32GB DDR4, 1TB PCIe Nvme SSD Hyper Drive, Windows 10 Pro, GX701GX-XB78",Asus,Asus ROG Zephyrus S GX701GX,17.3,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2080 Max-Q,Windows,Windows 10 Pro,32,1000,1000,5.73,3069.0,3406.48,100,2266.8688400000183,2367.968393333386
202,29850,"ASUS ROG Strix Scar III G531GW-KB71 (i7-9750H, 16GB RAM, 512GB NVMe SSD + 1TB SSHD, RTX 2070 8GB, 15.6"" Full HD 240Hz 3ms, Windows 10) VR Ready Gaming Notebook",Asus,Asus ROG Strix Scar III G531GW,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Pro,16,512,1512,5.66,1929.0,2079.0,48,1727.267200000016,1819.9188533333574
203,16244,HP EliteBook 8460P 14-inch Notebook PC - Intel Core i5-2520M 2.5GHz 8GB 250GB Windows 10 Professional (Renewed),HP,HP EliteBook (8460P),14.0,1366.0,768.0,Matte,0,Intel Core i5,Intel Core i5-2520M 2.5 GHz (2nd gen Sandy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 3000,Windows,Windows 10,8,0,250,4.6,181.87,186.99,80,215.67711333333247,235.43985333333413
204,16237,"Lenovo ThinkPad X1 Yoga 20FQ000QUS 14"" Flip Design Touchscreen Ultrabook (Core i7-6500U, 8GB RAM, 512GB SSD, Windows 10 Pro)",Lenovo,Lenovo ThinkPad X1 Yoga (20FQ000QUS),14.0,2560.0,1440.0,Glossy,1,Intel Core i7,Intel Core i7-6500U 2.5 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 520,Windows,Windows 10,8,512,512,3.0,1445.0,1445.0,58,909.3043833333288,934.3206966666617
205,26128,"MSI GS65 Stealth THIN-053 144Hz 7ms Ultra Thin  Gaming Laptop i7-8750H (6 cores) GTX 1070 8G, 32GB 512G, 15.6""",MSI,MSI GS65 Stealth Thin,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1070,Windows,Windows 10 Pro,32,512,512,4.14,2546.99,2546.99,42,1639.1784366666745,1689.6685200000181
206,21206,"2018 Lenovo Business Laptop PC 15.6"" Anti-Glare Touchscreen Intel 8th Gen i5-8250U Quad-Core Processor 12GB DDR4 RAM 1TB HDD DVD-RW Webcam HDMI Dolby Audio Windows 10",Lenovo,Lenovo IdeaPad 320,15.6,1366.0,768.0,Matte,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,12,0,1000,4.85,599.0,615.0,131,610.256546666665,636.2561599999964
207,27583,Apple MacBook Pro MD313LL/A 13.3-Inch Laptop Intel i5 2.4GHz 4GB Ram - 500GB HDD (Renewed),Apple,Apple MacBook Pro 2011,13.3,1280.0,800.0,Glossy,0,Intel Core i5,Intel Core i5-2435M 2.4 GHz (2nd gen Sandy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 3000,macOS,OS X Lion,4,0,500,4.5,324.99,354.73,40,333.30832333333166,360.2435366666698
208,26363,"ASUS VivoBook Pro 17 Thin and Portable Laptop, 17.3â€ FHD, Intel Core i7-8565U, GeForce GTX 1050, 16GB DDR4, 256GB SSD+1TB, Wi-Fi 5, Backlit KB, FP Reader, Windows 10 - N705FD-ES76, Gaming Capable",Asus,Asus VivoBook Pro N705FD,17.3,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8565U 1.8 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,16,256,1256,4.85,1199.0,1199.0,93,1180.02791333333,1210.6160466666638
209,4045,"Lenovo G50 59421806 Laptop (Windows 8, Intel Core i5-4210U, 15.6"" LED-lit Screen, Storage: 1 TB, RAM: 6 GB) Black",Lenovo,Lenovo G50,15.6,1366.0,768.0,Glossy,0,Intel Core i5,Intel Core i5-4210U 1.7 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD,Windows,Windows 8.1,6,0,1024,4.63,429.99,439.99,159,473.31463666666724,479.98781666666787
210,31191,"2019 Lenovo Legion Y540 15.6"" FHD Gaming Laptop Computer, 9th Gen Intel Hexa-Core i7-9750H Up to 4.5GHz, 24GB DDR4 RAM, 1TB HDD + 512GB PCIE SSD, GeForce GTX 1650 4GB, 802.11ac WiFi, Windows 10 Home",Lenovo,Lenovo Legion Y540,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,24,512,1512,5.1,998.0,1029.76,206,1214.443019999996,1257.9987533333324
211,17743,"Dell XPS9350-8008SLV 13.3"" 3200x1800 Laptop (Intel Core i7-6560U 2.2GHz Processor, 16 GB RAM, 512 GB SDD, Windows 10 Microsoft Signature Image) Silver",Dell,Dell XPS 13 (XPS9350-8008),13.3,3200.0,1800.0,Glossy,1,Intel Core i7,Intel Core i7-6560U 2.2 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel Iris 540,Windows,Windows 10,16,512,512,2.8,1799.33,1799.33,166,1486.1218333333393,1529.1814233333384
212,10366,HP ChromeBook 11 G4 EE: 11.6-inch (1366x768) | Intel Celeron N2840 2.16GHz | 16GB eMMC SSD | 4GB RAM | Chrome OS - Black,HP,HP Chromebook 11 G4,11.6,1366.0,768.0,Matte,0,Intel Celeron,Intel Celeron N2840 2.16 GHz (Bay Trail Dual-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,2.83,159.99,159.99,59,169.35222666666843,171.67746000000133
